Fragmento,Codigo,Categoria,Requisito_derivado,ID_evidencia,Analista_codificador
"Tengo que, primero, vaya respaldado, realizado en un periodo con un médico veterinario, antes de yo realizar una sugerencia que me da la inteligencia artificial.",Validación profesional previa a aplicar sugerencias de IA,Inteligencia Artificial,El sistema deberá requerir validación del veterinario antes de aplicar cualquier sugerencia generada por el módulo de IA.,P01,Equipo SGCV-IA
"Que si le dí en retrasor, que si le dí en constipina, que si le dí en terogramina. Esos son los propósitos.",Registro detallado de medicamentos administrados,Historia clínica,El sistema deberá registrar de forma detallada todos los medicamentos y tratamientos administrados a cada paciente en cada consulta.,P01,Equipo SGCV-IA
"Que todo el equipo de experticia que equipaba una secretaria, también utilice la herramienta.",Adopción por todo el equipo de la clínica,Usabilidad,El sistema deberá ser utilizable tanto por el personal veterinario como por el personal administrativo de la clínica.,P01,Equipo SGCV-IA
"No, una tablet sería lo más útil. Una tablet.",Preferencia de dispositivo tipo tablet,Usabilidad,El sistema deberá ser compatible y estar optimizado para su uso en dispositivos tipo tablet.,P01,Equipo SGCV-IA
"La plataforma se llama PECACMICS... se puede registrar cualquier cuestión de agendar cita, inventario, también se puede agendar la cuestión de fichas médicas.",Uso de plataforma veterinaria integral,Historia clínica,"El sistema deberá integrar en una sola plataforma la gestión de citas, inventario y fichas médicas.",P02,Equipo SGCV-IA
"Si usted escribe algo mal... la M no le va a salir, no va a salir. O le van a salir varios, o a veces se le confunde con una S.",Búsqueda sensible a errores tipográficos,Historia clínica,El sistema deberá contar con un buscador tolerante a errores tipográficos para localizar registros de pacientes.,P02,Equipo SGCV-IA
Hay que ponerse el dato para poder generar la consulta.,Dependencia de datos completos para generar consulta,Facturación,El sistema deberá validar que los datos necesarios del paciente estén completos antes de generar la consulta o factura.,P02,Equipo SGCV-IA
"Va a perjudicar, uno, en la información económica del ingreso, y dos, también... porque hay que preparar dos citas para ese paciente, ahí deja a otro paciente que no pueda.",Impacto económico de inasistencias a citas,Citas,El sistema deberá permitir gestionar listas de espera o reprogramación de citas para reducir el impacto de las cancelaciones e inasistencias.,P02,Equipo SGCV-IA
"La AIM, como está en inventario, si la AIM está en la plataforma, tienes opción de poder hacerlo en inventario, efectivamente.",Control de inventario mediante plataforma,Inventario,"El sistema deberá permitir el control del inventario de medicamentos, incluyendo el registro de fechas de vencimiento.",P02,Equipo SGCV-IA
"Nosotros lo ponemos exactamente en forma física, que me refiero, que son las cartillas... cada consulta que viene se hace el control del peso.",Registro de peso en cartillas físicas,Historia clínica,El sistema deberá permitir digitalizar el registro de peso y estado nutricional en cada consulta para su seguimiento histórico.,P02,Equipo SGCV-IA
"No estoy de acuerdo, porque igual, yo sé que es difícil como tal dar una guía... pero no sería correcto, porque igual cambia siempre, todo de forma diferente, a varios parámetros.",Desacuerdo con diagnóstico automatizado,Inteligencia Artificial,"El sistema de IA deberá limitarse a ofrecer sugerencias generales, dejando el diagnóstico final a criterio del veterinario según los parámetros clínicos observados.",P02,Equipo SGCV-IA
Cuando tengo que hacer una cita que le escribo a un paciente y le avisa... sería muy bueno para el veterinario. Apoyar frecuentemente al guía que directamente le ayude en esa cuestión.,Automatización de recordatorios de citas,Citas,El sistema deberá enviar recordatorios automáticos de citas a los propietarios de las mascotas.,P02,Equipo SGCV-IA
Primero la cuestión de los datos de los pacientes que tienen que estar protegidas. Y la cuestión está de también medios de soporte.,Prioridad en protección de datos y soporte técnico,Seguridad,El sistema deberá garantizar la protección de los datos de los pacientes y ofrecer soporte técnico disponible.,P02,Equipo SGCV-IA
"Puede ser, como te mencionaba, la cuestión de agendar las citas o hacer los recordatorios... a veces uno no puede estar pendiente de esa cuestión.",Prioridad en agenda y recordatorios automáticos,Citas,El sistema deberá priorizar la gestión de la agenda de citas y el envío de recordatorios automáticos a los propietarios.,P02,Equipo SGCV-IA
"Yo diría que en cualquier dispositivo, pero si estamos... por lo general, si le pegamos a la mano el teléfono, el teléfono nos ayuda para hacer unos cientos de cosas.",Preferencia de acceso móvil,Usabilidad,El sistema deberá ser accesible y responsivo desde dispositivos móviles (smartphone).,P02,Equipo SGCV-IA
"Mediante Word. Sí, guardo documentos de Word y los guardo. Historia clínica y el nombre de las propietarias.",Historial clínico en documentos de Word,Historia clínica,El sistema deberá reemplazar el registro en documentos de texto por un módulo estructurado de historia clínica digital.,P03,Equipo SGCV-IA
"Guardar muchos documentos hace que tenga que buscarlo manualmente, se podría decir, y toma tiempo.",Búsqueda manual lenta del historial,Historia clínica,El sistema deberá permitir la búsqueda rápida y automatizada del historial clínico del paciente.,P03,Equipo SGCV-IA
"No llevo inventario. Porque trabajamos solo dos, somos parejas y por eso confiamos en la clínica.",Ausencia de control de inventario formal,Inventario,El sistema deberá ofrecer un módulo de inventario simple y de fácil adopción para clínicas pequeñas con poco personal.,P03,Equipo SGCV-IA
"Si son cachorros, nosotros hacemos un cronograma... la primera cita la tienen en el día 10, la segunda en el día 21, la tercera en el mes y medio.",Cronograma de seguimiento de cachorros,Historia clínica,"El sistema deberá permitir configurar cronogramas de seguimiento (peso, talla) según la edad y etapa del paciente.",P03,Equipo SGCV-IA
"Nosotros hacemos chequeos todos los días, una vez que salen de la veterinaria, mediante mensajes de texto, llamadas o videollamadas.",Seguimiento post-alta intensivo,Comunicación,El sistema deberá permitir registrar y programar seguimientos posteriores al alta médica mediante mensajería o videollamadas.,P03,Equipo SGCV-IA
Totalmente de acuerdo.,Alta aceptación de IA diagnóstica,Inteligencia Artificial,El sistema deberá incorporar un módulo de IA que sugiera posibles diagnósticos basados en los datos clínicos del paciente.,P03,Equipo SGCV-IA
"El chequeo de los pacientes hospitalizados, eso es lo que hay que estar casi 100% enfocado en esto, el desgaste mental es bastante considerado.",Carga de monitoreo de pacientes hospitalizados,Rendimiento,El sistema deberá incluir alertas y registros automatizados de signos vitales para apoyar el monitoreo de pacientes hospitalizados.,P03,Equipo SGCV-IA
Que el veterinario pueda realizar todas las recomendaciones a la hora. Esta es la verdad.,Revisión veterinaria de sugerencias de IA,Inteligencia Artificial,El sistema deberá permitir al veterinario revisar y corregir las sugerencias generadas por la IA antes de aplicarlas.,P03,Equipo SGCV-IA
Me gustaría tener un programa para poder llevar el historial clínico.,Prioridad en historial clínico digital,Historia clínica,El sistema deberá priorizar la implementación de un módulo de historial clínico digital con búsqueda rápida.,P03,Equipo SGCV-IA
"Yo creo que en cualquier dispositivo, porque a veces estamos pendientes del teléfono, a veces estamos pendientes del laptop.",Acceso multiplataforma,Usabilidad,"El sistema deberá ser accesible desde múltiples tipos de dispositivos (computadora, tablet, móvil).",P03,Equipo SGCV-IA
El historial clínico y todo lo que contiene el historial clínico lo tenemos en la aplicación de Microsoft. Ahí estamos revisando todo.,Historial en aplicaciones ofimáticas,Historia clínica,El sistema deberá reemplazar el uso de aplicaciones ofimáticas genéricas por un módulo especializado de historia clínica.,P04,Equipo SGCV-IA
Más que nada el hecho de que no está bien hecho el tema de buscar por nombre... No está bien organizado.,Búsqueda desorganizada del historial,Historia clínica,El sistema deberá permitir búsquedas organizadas y estructuradas de pacientes por nombre u otros criterios.,P04,Equipo SGCV-IA
"Se hace por un programa en línea, pero demora en abrirse, ingresar al cliente, ingresar el producto, ingresar lo que se ha hecho y todo eso.",Demora en el sistema de facturación,Rendimiento,El sistema deberá optimizar los tiempos de respuesta del proceso de facturación.,P04,Equipo SGCV-IA
"Tenemos un programa de facturación donde está todo el producto, pero la parte del vencimiento no se puede iniciar... Tengo que manualmente estar revisando uno a uno.",Falta de alertas de vencimiento en el sistema actual,Inventario,El sistema deberá generar alertas automáticas sobre productos próximos a vencer.,P04,Equipo SGCV-IA
Sí hay una frecuencia moderada de inasistencias... no se sabe cuál es la evolución del paciente y no se sabe cómo va.,Pérdida de seguimiento por inasistencias a citas,Citas,El sistema deberá registrar el estado de seguimiento de los pacientes que no asisten a citas de control.,P04,Equipo SGCV-IA
Los resultados de exámenes se los enviamos directamente por WhatsApp.,Envío de resultados por WhatsApp,Comunicación,El sistema deberá permitir el envío digital de resultados de exámenes y recordatorios a los propietarios.,P04,Equipo SGCV-IA
"Aunque la máquina te pueda decir diagnóstico, hay que ver también si es realmente ese o no.",Validación humana del diagnóstico sugerido por IA,Inteligencia Artificial,El sistema de IA deberá presentar sugerencias diagnósticas sujetas a confirmación obligatoria por parte del veterinario.,P04,Equipo SGCV-IA
"Sería la facilidad de utilizarla, que sea portable, que pueda utilizar tanto el teléfono como la computadora.",Portabilidad multiplataforma,Usabilidad,El sistema deberá ser fácil de usar y compatible tanto con teléfono como con computadora.,P04,Equipo SGCV-IA
Falta de información de los propietarios de los animalitos... por último ya van en la última instancia a buscar un veterinario.,Falta de información inicial del propietario,Gestión de pacientes,"El sistema deberá permitir capturar información completa del propietario y la mascota desde el primer contacto, incluso de manera progresiva.",P05,Equipo SGCV-IA
Siempre suele pasar en el asunto de los productos que se caducan por falta de precaución... No tengo algún inventario definido como para llevar el control automático.,Ausencia de inventario formal y caducidad no controlada,Inventario,El sistema deberá ofrecer un módulo de control de inventario con alertas de caducidad de productos.,P05,Equipo SGCV-IA
"Bueno, primeramente mediante la telefonía celular y también próximas citas.",Comunicación telefónica y recordatorio de citas,Comunicación,El sistema deberá gestionar recordatorios de próximas citas mediante notificaciones al propietario.,P05,Equipo SGCV-IA
"No, al menos personalmente no utilizo ningún tipo de software.",Sin uso de software especializado,Usabilidad,El sistema deberá ser de fácil adopción para usuarios sin experiencia previa en herramientas digitales.,P05,Equipo SGCV-IA
"Yo confianza moderada porque no se parecen los diagnósticos, ya todo es en la práctica, viendo al paciente, viendo en directo cómo son las cosas.",Confianza moderada en IA diagnóstica,Inteligencia Artificial,El sistema deberá presentar las recomendaciones de IA como apoyo complementario a la evaluación presencial del veterinario.,P05,Equipo SGCV-IA
Una base de datos que le ayude a uno a llevar la contabilidad del negocio.,Necesidad de módulo contable,Facturación,El sistema deberá incluir un módulo de registro contable/financiero del negocio.,P05,Equipo SGCV-IA
"Que sea fácil de usar. El acceso, primeramente, y de bajo valor económico.",Facilidad de uso y bajo costo como criterio de adopción,Usabilidad,El sistema deberá ser económicamente accesible y de interfaz simple para facilitar su adopción.,P05,Equipo SGCV-IA
"Si llega por el caso de abandonamiento, que no nos digan cuál fue el motivo, qué estuvo haciendo el perro, edad... o sea nos mienten en algún dato.",Datos incompletos o inexactos del paciente,Gestión de pacientes,"El sistema deberá permitir registrar información parcial o estimada del paciente cuando no se disponga de datos completos, como en casos de animales rescatados.",P06,Equipo SGCV-IA
Los cobros... mediante el facturador SRI.,Facturación electrónica mediante SRI,Facturación,El sistema deberá integrarse con el facturador electrónico del SRI para el registro de cobros.,P06,Equipo SGCV-IA
"Con productos vencidos casi no tanto porque las mismas empresas nos mandan la fecha de caducidad, entonces de ahí por faltantes a veces sí, pero es por falta de pedidos.",Faltantes de inventario por logística de pedidos,Inventario,El sistema deberá generar alertas de stock mínimo para anticipar la reposición de pedidos.,P06,Equipo SGCV-IA
"Manual, o a veces sí los registramos y estamos viendo en Excel.",Control de inventario mediante Excel,Inventario,El sistema deberá reemplazar el uso de hojas de cálculo externas por un módulo integrado de control de inventario.,P06,Equipo SGCV-IA
Controlando el peso siempre lo dejamos en el canal y aparte en la ficha médica que nos lleva.,Registro de peso en fichas físicas,Historia clínica,El sistema deberá digitalizar el registro histórico de peso del paciente dentro de la ficha médica.,P06,Equipo SGCV-IA
"Muy poco siguen las recomendaciones... nos damos cuenta en la limpieza del herido, una herida infectada o un animal que no ha estado bien.",Bajo cumplimiento detectado tardíamente,Comunicación,El sistema deberá enviar recordatorios de cuidados post-consulta para mejorar el cumplimiento de las indicaciones médicas.,P06,Equipo SGCV-IA
"Tal vez médicas, recordar tareas médicas.",Necesidad de recordatorios de tareas médicas,Citas,"El sistema deberá generar recordatorios automáticos de tareas médicas pendientes, como vacunas o controles.",P06,Equipo SGCV-IA
La de que el veterinario pueda revisar y corregir... Las actualizaciones periódicas.,Condiciones de confianza en IA: revisión y actualizaciones,Inteligencia Artificial,"El sistema deberá permitir la revisión y corrección de las sugerencias de IA por parte del veterinario, y contar con actualizaciones periódicas.",P06,Equipo SGCV-IA
Registrar al paciente... llevar un control de vacunas. Hablaba mucho de esto de los recordatorios de vacunas... cuando ya esté cerca de la hora de la vacuna le mande a la doctora.,Prioridad en control y recordatorio de vacunas,Historia clínica,El sistema deberá gestionar el registro de vacunación y enviar recordatorios automáticos al aproximarse la fecha de la siguiente dosis.,P06,Equipo SGCV-IA
El precio.,Costo como barrera de adopción,Administración,El sistema deberá ofrecer un modelo de costos accesible que facilite su adopción por clínicas pequeñas.,P06,Equipo SGCV-IA
"Fichas críticas que están impresas y las llenamos... no, todas las tienen ahí (no guardadas en la nube).",Fichas físicas sin respaldo digital,Historia clínica,El sistema deberá digitalizar y almacenar en la nube las fichas clínicas de los pacientes.,P07,Equipo SGCV-IA
"Muchas veces los tutores están muy acelerados porque el animal está muy enfermo, entonces no nos responden las preguntas.",Información incompleta del propietario durante urgencias,Gestión de pacientes,"El sistema deberá permitir el registro rápido de datos parciales del paciente durante situaciones de urgencia, completables posteriormente.",P07,Equipo SGCV-IA
"Nombre, peso, edad, si está esterilizado, si está vacunado, para qué vino, motivo de consulta y los datos del propietario.",Campos estándar de ficha clínica,Historia clínica,"El sistema deberá incluir un formulario estructurado de ficha clínica con campos estándar: nombre, peso, edad, esterilización, vacunación, motivo de consulta y datos del propietario.",P07,Equipo SGCV-IA
"A veces envían una foto y dice, doctor esto sí, pero uno no puede ver qué es lo que tiene. No puede saber si ese medicamento le vaya a servir.",Limitación del diagnóstico remoto mediante fotos,Inteligencia Artificial,"El sistema podrá incorporar un módulo de envío de imágenes como apoyo preliminar, sin sustituir la evaluación presencial del veterinario.",P07,Equipo SGCV-IA
Tal vez el seguimiento de los pacientes que se consigue en la casa.,Necesidad de seguimiento domiciliario,Historia clínica,El sistema deberá permitir registrar y monitorear el seguimiento de pacientes en tratamiento domiciliario.,P07,Equipo SGCV-IA
"Podría ser recordatorios a los dueños... sería como un sistema de notificaciones que le notifica a los dueños que en tal día, a tal hora, tienen que llevar a su mascota para la vacuna.",Prioridad en notificaciones de vacunación,Citas,El sistema deberá enviar notificaciones automáticas a los propietarios sobre fechas de vacunación programadas.,P07,Equipo SGCV-IA
Que sea una herramienta segura... que no tengan muchos errores.,Requisito de seguridad y estabilidad,Seguridad,El sistema deberá garantizar altos niveles de seguridad y estabilidad operativa para evitar fallos en el servicio.,P07,Equipo SGCV-IA
La laptop o el celular. Aquí como doctor... se usa más.,Preferencia de acceso vía laptop y celular,Usabilidad,El sistema deberá ser compatible con el acceso desde laptop y teléfono móvil.,P07,Equipo SGCV-IA
"Sí he tenido problemas por productos vencidos... sí sirve para el inventario, pero a veces no revisamos a tiempo.",Falta de revisión oportuna del inventario,Inventario,El sistema deberá enviar notificaciones automáticas (alarmas) de productos próximos a vencer.,P08,Equipo SGCV-IA
"El software nos envía una alarma cuando tenemos que llamarlos a próxima cita. Por ejemplo, ponemos una venta de días y el software nos avisa la cita de hoy.",Alarma de próxima cita ya existente,Citas,El sistema deberá mantener y mejorar el envío automático de alertas de próximas citas a los propietarios.,P08,Equipo SGCV-IA
Los consultas en cachorro son generalmente cada 21 días. En cada cita se le pesa. Se hace un estado de valoración adicional.,Control periódico de peso en cachorros,Historia clínica,El sistema deberá permitir programar controles periódicos de peso y valoración según la edad del paciente.,P08,Equipo SGCV-IA
"Cuando un propietario dice ese tipo de comentarios, le pido todos los blisters, las bolsas de alimentos que se supone que debió haber comido para corroborar si la información es verdadera.",Verificación de cumplimiento mediante evidencia física,Comunicación,El sistema podría permitir a los propietarios adjuntar evidencia fotográfica del cumplimiento de la dieta o tratamiento indicado.,P08,Equipo SGCV-IA
Lo que más me genera carga es el documento... Puede hacerlo digamos un chat inteligente que ya tenga los mensajes así para que lo pueda responder automáticamente... para generar una cita.,Automatización de mensajería para gestión de citas,Inteligencia Artificial,El sistema deberá incorporar un asistente conversacional (chatbot) para automatizar la generación de citas y respuestas frecuentes.,P08,Equipo SGCV-IA
Que las recomendaciones estén respaldadas en literatura científica veterinaria validada. Que el veterinario pueda revisar y corregir todas las sugerencias antes de aplicarlas... que los datos del paciente estén protegidos y no compartan con terceros.,"Condiciones de confianza en IA: literatura validada, revisión y protección de datos",Inteligencia Artificial,"El sistema de IA deberá basar sus recomendaciones en literatura científica veterinaria validada, permitir su revisión por el veterinario y garantizar la protección de los datos del paciente.",P08,Equipo SGCV-IA
"Que en vez de yo llegar a ver las citas pendientes de los recordatorios, ella haya enviado los mensajes. Sería convencible que tenga ya algo que automáticamente envíe los mensajes sin necesidad de prestación.",Automatización total de recordatorios de citas,Citas,El sistema deberá enviar automáticamente los recordatorios de citas a los propietarios sin requerir intervención manual del veterinario.,P08,Equipo SGCV-IA
"Generalmente, nosotros aquí somos laptops.",Preferencia de acceso vía laptop,Usabilidad,El sistema deberá ser compatible con el acceso desde computadoras laptop.,P08,Equipo SGCV-IA
"No tengo software, anoto en libreta y en el celular por Word",Registro no digitalizado en libreta física y notas de celular,Historia clínica,El sistema deberá reemplazar el registro en libretas y notas sueltas por un módulo digital de historia clínica.,P09,Marcillo (Analista Líder)
Tener historial clínico y estar buscando... te hace demorar un poco,Búsqueda lenta del historial por revisión física retrospectiva,Historia clínica,El sistema deberá permitir la búsqueda inmediata del historial clínico sin depender de revisión manual.,P09,Marcillo (Analista Líder)
"Lo hago físico, no tengo contabilidad por software... mediante un calculador nada más",Facturación completamente manual sin software,Facturación,El sistema deberá digitalizar el proceso de facturación para clínicas que hoy operan de forma completamente manual.,P09,Marcillo (Analista Líder)
No llevo inventario para que me controle... quería ver unas aplicaciones para llevar el inventario,Ausencia de inventario formal; interés inicial en digitalizarlo,Inventario,El sistema deberá ofrecer un módulo de inventario simple como puerta de entrada para clínicas sin control formal previo.,P09,Marcillo (Analista Líder)
A última hora nos cancelan... se nos queda ese espacio vacío,Impacto de cancelaciones de último momento en la agenda,Citas,El sistema deberá permitir gestionar y reasignar espacios de agenda liberados por cancelaciones tardías.,P09,Marcillo (Analista Líder)
Hay sistemas que ya vienen con un recordatorio que funciona directamente al WhatsApp,Interés en recordatorios automáticos con confirmación por WhatsApp,Citas,El sistema deberá enviar recordatorios automáticos de citas con opción de confirmación por parte del propietario.,P09,Marcillo (Analista Líder)
Permanente WhatsApp... cuando tenemos exámenes... yo lo que hago es reenviarle,Envío de resultados y seguimiento vía WhatsApp,Comunicación,El sistema deberá permitir el envío digital de resultados y seguimiento de tratamiento a los propietarios.,P09,Marcillo (Analista Líder)
"Lo manejamos con lo que es físico, con un carnet. No tenemos todavía un carnet digital","Registro de peso en carnet físico, sin versión digital",Historia clínica,El sistema deberá digitalizar el carnet de control de peso y crecimiento del paciente.,P09,Marcillo (Analista Líder)
Solo que le pasen una foto... tienen que traer al animalito... para verlo físicamente y palparlo,Diagnóstico remoto limitado a fotos; evaluación física obligatoria,Inteligencia Artificial,"El sistema podrá incorporar envío de imágenes como apoyo preliminar, sin sustituir la evaluación física del veterinario.",P09,Marcillo (Analista Líder)
"[Escala 1-5] Bueno, 4",Aceptación moderada-alta de IA diagnóstica (4/5),Inteligencia Artificial,"El sistema de IA deberá presentar sugerencias diagnósticas de apoyo, consistente con niveles de aceptación moderados-altos entre veterinarios.",P09,Marcillo (Analista Líder)
"Yo ya trabajé con algo, un software digital en una clínica anterior... sí las manejé",Experiencia previa positiva con software veterinario,Usabilidad,El sistema deberá aprovechar la familiaridad previa de algunos usuarios con herramientas similares para facilitar la adopción.,P09,Marcillo (Analista Líder)
Sería una computadora... también el teléfono. Uno lo maneja diario,Preferencia de acceso vía computadora y teléfono móvil,Usabilidad,El sistema deberá ser accesible tanto desde computadora como desde teléfono móvil.,P09,Marcillo (Analista Líder)
"Actualmente utilizamos principalmente registros digitales, aunque todavía conservamos algunos documentos físicos",Registro clínico mixto digital-físico con anotaciones diferidas,Historia clínica,El sistema deberá centralizar en un solo lugar los registros hoy divididos entre digital y físico.,P10,Marcillo (Analista Líder)
Nos hace difícil localizar rápidamente antecedentes como tratamientos anteriores y resultados de exámenes,Dificultad para localizar antecedentes rápidamente,Historia clínica,"El sistema deberá permitir la localización inmediata de antecedentes, tratamientos y resultados previos.",P10,Marcillo (Analista Líder)
Los errores pueden aparecer... cuando hay que comprobar manualmente todo lo que ya ha sido incluido,Errores de facturación por comprobación manual de procedimientos múltiples,Facturación,El sistema deberá calcular automáticamente el total de la consulta a partir de los procedimientos y productos registrados.,P10,Marcillo (Analista Líder)
Es difícil detectar con anticipación los medicamentos que están por terminarse o próximos a vencer,Dificultad para detectar anticipadamente vencimiento/agotamiento de stock,Inventario,El sistema deberá generar alertas anticipadas de stock bajo y próximos vencimientos.,P10,Marcillo (Analista Líder)
A veces los pacientes cancelan y está ese espacio... ahí reagendamos la agenda,Reasignación de espacios de agenda tras cancelaciones,Citas,El sistema deberá permitir reasignar automáticamente espacios de agenda liberados por cancelaciones.,P10,Marcillo (Analista Líder)
"El problema es hacer el seguimiento manual con todos los pacientes, lo cual consume bastante tiempo",Seguimiento manual de pacientes vía WhatsApp y llamadas consume tiempo,Comunicación,"El sistema deberá automatizar el envío de indicaciones, resultados y recordatorios para reducir el tiempo de seguimiento manual.",P10,Marcillo (Analista Líder)
Sería una opción muy buena la inteligencia artificial para que nos ayude a no tardarnos tanto,Interés en IA como apoyo para reducir tiempo en historia clínica y tratamiento,Inteligencia Artificial,El sistema de IA deberá ayudar a reducir el tiempo dedicado a completar historias clínicas y definir tratamientos.,P10,Marcillo (Analista Líder)
Me ayudaría para comparar según mis conocimientos... comparo las dos cosas,Confianza moderada en IA como comparación con criterio propio,Inteligencia Artificial,"El sistema de IA deberá presentarse como una segunda opinión comparable con el criterio del veterinario, no como sustituto.",P10,Marcillo (Analista Líder)
Que los datos de los pacientes estén protegidos... que existan soportes técnicos y actualizaciones periódicas,Condición de confianza: protección de datos y soporte técnico,Seguridad,El sistema deberá garantizar protección de datos de pacientes y soporte técnico con actualizaciones periódicas.,P10,Marcillo (Analista Líder)
"Que permita trabajar desde la computadora, el teléfono, sin complicar el registro de información",Necesidad de acceso multiplataforma sin complicar el registro,Usabilidad,El sistema deberá ser accesible desde computadora y teléfono sin aumentar la complejidad del registro.,P10,Marcillo (Analista Líder)
"Que el sistema registre modificaciones realizadas, para conocer quién actualizó cada información",Necesidad de trazabilidad de cambios (registro de quién modificó la información),Seguridad,El sistema deberá registrar un historial de auditoría de quién modificó cada dato clínico.,P10,Marcillo (Analista Líder)
El principal inconveniente es que la información queda un poco dispersa,"Registro clínico disperso entre digital y físico, sin centralizar",Historia clínica,El sistema deberá centralizar la información hoy dispersa entre distintos formatos y responsables.,P11,Marcillo (Analista Líder)
Depende de quién atendió al paciente o de dónde quedó registrado el dato,Dificultad de consulta cuando depende de quién atendió,Historia clínica,El sistema deberá hacer que cualquier información quede accesible independientemente de quién la haya registrado.,P11,Marcillo (Analista Líder)
Los errores pueden aparecer cuando se tienen que repetir datos o se acumulan varias atenciones,Errores de facturación por repetición de datos,Facturación,El sistema deberá evitar la repetición manual de datos para reducir errores de facturación.,P11,Marcillo (Analista Líder)
También sería útil recibir una alerta cuando un medicamento esté por agotarse o vencer,Utilidad de alertas automáticas de inventario,Inventario,El sistema deberá emitir alertas automáticas de medicamentos próximos a agotarse o vencer.,P11,Marcillo (Analista Líder)
El problema es que queda un espacio libre... no siempre se logra contactar a todos los propietarios a tiempo,Pérdida de espacios de agenda por inasistencias no contactadas a tiempo,Citas,El sistema deberá automatizar el contacto con propietarios para reducir espacios de agenda perdidos.,P11,Marcillo (Analista Líder)
Sería conveniente tener un proceso más organizado porque... es fácil que alguna comunicación se retrase,Necesidad de un proceso organizado de comunicación de resultados,Comunicación,El sistema deberá centralizar y organizar el envío de resultados y recordatorios a propietarios.,P11,Marcillo (Analista Líder)
[Escala] La verdad es que estoy en 4 o 5,Alta aceptación de IA diagnóstica (4-5/5),Inteligencia Artificial,"El sistema de IA deberá ofrecer sugerencias diagnósticas, consistente con la alta aceptación expresada por veterinarios.",P11,Marcillo (Analista Líder)
